title,href,price,property_type,main_features,key_main_features,Floor Area,Land Area,Rates,Levy,Bedrooms,Bathrooms,Province,City,Suburb,Area,Listing Number,Sold Date
2 Bed Duplex in Senderwood,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/bedfordview/senderwood/4-glenwood/12-chaucer-road/T4377343,Sold,Duplex,,,143 ,,R 771,,2,2.5,gauteng,johannesburg,bedfordview,senderwood,T4377343,2024-02-26
2 Bed Apartment in Meadowbrook,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/bedfordview/meadowbrook/64-eden-village/18-margaret/T4468608,Sold,Apartment,,,,,R 770,R 2700,2,1,gauteng,johannesburg,bedfordview,meadowbrook,T4468608,2024-02-26
2 Bed Apartment in Bedfordview,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/bedfordview/bedfordview/T4093121,Sold,Apartment,,,99 ,,R 964,,2,2,gauteng,johannesburg,bedfordview,bedfordview,T4093121,2024-02-26
3 Bed Duplex in Bedford Gardens,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/bedfordview/bedford-gardens/T4469480,Sold,Duplex,,,100 ,,R 607,,3,1,gauteng,johannesburg,bedfordview,bedford-gardens,T4469480,2024-02-26
2 Bed Apartment in Dainfern,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/fourways-sunninghill-and-lonehill/dainfern/T4443985,Sold,Apartment,,,136 ,,R 799,,2,2,gauteng,johannesburg,fourways-sunninghill-and-lonehill,dainfern,T4443985,2024-02-26
1 Bed Apartment in Paulshof,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/fourways-sunninghill-and-lonehill/paulshof/53b-the-algarve/1-mount-fletcher-lane/T4462342,Sold,Apartment,,,63 ,2.3 ha,,,1,1,gauteng,johannesburg,fourways-sunninghill-and-lonehill,paulshof,T4462342,2024-02-26
1 Bed Apartment in Sunninghill,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/fourways-sunninghill-and-lonehill/sunninghill/501-cubana/62-nanyuki-road/T4328580,Sold,Apartment,,,85 ,1.5 ha,,,1,1,gauteng,johannesburg,fourways-sunninghill-and-lonehill,sunninghill,T4328580,2024-02-26
2 Bed Townhouse in Douglasdale,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/fourways-sunninghill-and-lonehill/douglasdale/7-ss-northernview/90-douglas-drive/T4425311,Sold,Townhouse,,,92 ,9223 m²,,,2,2.5,gauteng,johannesburg,fourways-sunninghill-and-lonehill,douglasdale,T4425311,2024-02-26
2 Bed Apartment in Fourways,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/fourways-sunninghill-and-lonehill/fourways/T4428635,Sold,Apartment,,,93 ,1.2 ha,,,2,2,gauteng,johannesburg,fourways-sunninghill-and-lonehill,fourways,T4428635,2024-02-26
1 Bed Apartment in Dainfern,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/fourways-sunninghill-and-lonehill/dainfern/150-the-paddocks/3437-william-nicol-drive/T4283857,Sold,Apartment,,,32 ,,R 355,,1,1,gauteng,johannesburg,fourways-sunninghill-and-lonehill,dainfern,T4283857,2024-02-26
1 Bed Apartment in Sunninghill,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/fourways-sunninghill-and-lonehill/sunninghill/500-shimbali-sands/00-naivasha-road/T4365146,Sold,Apartment,,,52 ,,R 1200,,1,1,gauteng,johannesburg,fourways-sunninghill-and-lonehill,sunninghill,T4365146,2024-02-26
1 Bed Apartment in Sunninghill,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/fourways-sunninghill-and-lonehill/sunninghill/52-ss-the-crest/19-naivasha-road/T4399200,Sold,Apartment,,,52 ,1 ha,,,1,1,gauteng,johannesburg,fourways-sunninghill-and-lonehill,sunninghill,T4399200,2024-02-26
2 Bed Apartment in Lonehill,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/fourways-sunninghill-and-lonehill/lonehill/289-soho-lofts/T3817966,Sold,Apartment,,,61 ,,R 560,,2,1,gauteng,johannesburg,fourways-sunninghill-and-lonehill,lonehill,T3817966,2024-02-26
2 Bed Townhouse in Paulshof,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/fourways-sunninghill-and-lonehill/paulshof/58-bryan-brook/220-witkoppen-street/Z45511,Sold,Townhouse,,,89 ,,R 724,,2,2,gauteng,johannesburg,fourways-sunninghill-and-lonehill,paulshof,Z45511,2024-02-26
2 Bed Apartment in Douglasdale,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/fourways-sunninghill-and-lonehill/douglasdale/115-inyati-sands/17-leslie-drive/T4418400,Sold,Apartment,,,86 ,,R 600,,2,1,gauteng,johannesburg,fourways-sunninghill-and-lonehill,douglasdale,T4418400,2024-02-26
2 Bed Apartment in Douglasdale,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/fourways-sunninghill-and-lonehill/douglasdale/239-inyati-sands/239-leslie-avenue/T4418345,Sold,Apartment,,,86 ,50 m²,,,2,1,gauteng,johannesburg,fourways-sunninghill-and-lonehill,douglasdale,T4418345,2024-02-26
2 Bed Apartment in Fourways,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/fourways-sunninghill-and-lonehill/fourways/122-soho-lofts/9-soho-lane-beverley/T4328895,Sold,Apartment,,,69 ,,R 460,,2,2,gauteng,johannesburg,fourways-sunninghill-and-lonehill,fourways,T4328895,2024-02-26
2 Bed Apartment in Craigavon,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/fourways-sunninghill-and-lonehill/craigavon/2202-cedar-acres-estate/39-inchanga-road/T4211015,Sold,Apartment,,,69 ,6962 m²,,,2,1,gauteng,johannesburg,fourways-sunninghill-and-lonehill,craigavon,T4211015,2024-02-26
3 Bed Apartment in Douglasdale,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/fourways-sunninghill-and-lonehill/douglasdale/27-bentley-park/1-holley-close/T4383105,Sold,Apartment,,,112 ,,R 608,,3,2,gauteng,johannesburg,fourways-sunninghill-and-lonehill,douglasdale,T4383105,2024-02-26
2 Bed Townhouse in Fourways,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/fourways-sunninghill-and-lonehill/fourways/1-cedar-hills-private-estate/1-cedar-avenue-west/T4327950,Sold,Townhouse,,,104 ,9.5 ha,,,2,2,gauteng,johannesburg,fourways-sunninghill-and-lonehill,fourways,T4327950,2024-02-26
3 Bed House in Lonehill,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/fourways-sunninghill-and-lonehill/lonehill/39-lonehill-mews/50-concourse-crescent/T4233710,Sold,House,,,140 ,259 m²,,,3,2,gauteng,johannesburg,fourways-sunninghill-and-lonehill,lonehill,T4233710,2024-02-26
3 Bed House in Craigavon,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/fourways-sunninghill-and-lonehill/craigavon/32-avignon-street/T4467799,Sold,House,,,172 ,228 m²,,,3,2,gauteng,johannesburg,fourways-sunninghill-and-lonehill,craigavon,T4467799,2024-02-26
2 Bed House in Paulshof,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/fourways-sunninghill-and-lonehill/paulshof/27-alphen-close/T4345631,Sold,House,,,,482 m²,R 1545,,2,2,gauteng,johannesburg,fourways-sunninghill-and-lonehill,paulshof,T4345631,2024-02-26
3 Bed House in Fourways,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/fourways-sunninghill-and-lonehill/fourways/1-frederick/T4193395,Sold,House,,,217 ,443 m²,,,3,2,gauteng,johannesburg,fourways-sunninghill-and-lonehill,fourways,T4193395,2024-02-26
2 Bed House in Dainfern,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/fourways-sunninghill-and-lonehill/dainfern/991-roger-brownie-street/T4462930,Sold,House,,,45 ,,,,2,1,gauteng,johannesburg,fourways-sunninghill-and-lonehill,dainfern,T4462930,2024-02-26
3 Bed Townhouse in Kengies,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/fourways-sunninghill-and-lonehill/kengies/0-cedarwood/30-lombardy-rd/T4405238,Sold,Townhouse,,,135 ,,,,3,2,gauteng,johannesburg,fourways-sunninghill-and-lonehill,kengies,T4405238,2024-02-26
2 Bed Apartment in Broadacres,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/fourways-sunninghill-and-lonehill/broadacres/131-the-lombardy/24-lombardy-rd/T4280963,Sold,Apartment,,,92 ,,,,2,2,gauteng,johannesburg,fourways-sunninghill-and-lonehill,broadacres,T4280963,2024-02-26
2 Bed Apartment in Dainfern,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/fourways-sunninghill-and-lonehill/dainfern/T4363812,Sold,Apartment,,,41 ,1 ha,,,2,1,gauteng,johannesburg,fourways-sunninghill-and-lonehill,dainfern,T4363812,2024-02-26
1 Bed Apartment in Paulshof,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/fourways-sunninghill-and-lonehill/paulshof/T4017188,Sold,Apartment,,,44 ,8762 m²,,,1,1,gauteng,johannesburg,fourways-sunninghill-and-lonehill,paulshof,T4017188,2024-02-26
1 Bed Apartment in Paulshof,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/fourways-sunninghill-and-lonehill/paulshof/T4104672,Sold,Apartment,,,51 ,51 m²,,,1,1,gauteng,johannesburg,fourways-sunninghill-and-lonehill,paulshof,T4104672,2024-02-26
1 Bed Apartment in Lonehill,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/fourways-sunninghill-and-lonehill/lonehill/T4154878,Sold,Apartment,,,52 ,2.4 ha,,,1,1,gauteng,johannesburg,fourways-sunninghill-and-lonehill,lonehill,T4154878,2024-02-26
1 Bed Apartment in Fourways,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/fourways-sunninghill-and-lonehill/fourways/T4471212,Sold,Apartment,,,59 ,1.9 ha,,,1,1,gauteng,johannesburg,fourways-sunninghill-and-lonehill,fourways,T4471212,2024-02-26
1 Bed Apartment in Paulshof,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/fourways-sunninghill-and-lonehill/paulshof/T4257250,Sold,Apartment,,,61 ,,R 635,,1,1,gauteng,johannesburg,fourways-sunninghill-and-lonehill,paulshof,T4257250,2024-02-26
1 Bed Apartment in Lonehill,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/fourways-sunninghill-and-lonehill/lonehill/T4345231,Sold,Apartment,,,52 ,52 m²,,,1,1,gauteng,johannesburg,fourways-sunninghill-and-lonehill,lonehill,T4345231,2024-02-26
2 Bed Apartment in Fourways,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/fourways-sunninghill-and-lonehill/fourways/T4276814,Sold,Apartment,,,,70 m²,R 566,,2,1,gauteng,johannesburg,fourways-sunninghill-and-lonehill,fourways,T4276814,2024-02-26
1 Bed Apartment in Lonehill,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/fourways-sunninghill-and-lonehill/lonehill/T4231730,Sold,Apartment,,,51 ,2.2 ha,,,1,1,gauteng,johannesburg,fourways-sunninghill-and-lonehill,lonehill,T4231730,2024-02-26
2 Bed Apartment in Fourways,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/fourways-sunninghill-and-lonehill/fourways/T4383443,Sold,Apartment,,,110 ,,R 860,,2,2,gauteng,johannesburg,fourways-sunninghill-and-lonehill,fourways,T4383443,2024-02-26
1 Bed Apartment in Sunninghill,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/fourways-sunninghill-and-lonehill/sunninghill/T4443445,Sold,Apartment,,,84 ,,R 1452,,1,1,gauteng,johannesburg,fourways-sunninghill-and-lonehill,sunninghill,T4443445,2024-02-26
2 Bed Apartment in Sunninghill,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/fourways-sunninghill-and-lonehill/sunninghill/T4305734,Sold,Apartment,,,85 ,,R 714,,2,1,gauteng,johannesburg,fourways-sunninghill-and-lonehill,sunninghill,T4305734,2024-02-26
2 Bed Apartment in Lonehill,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/fourways-sunninghill-and-lonehill/lonehill/T4185742,Sold,Apartment,,,70 ,2.5 ha,,,2,1,gauteng,johannesburg,fourways-sunninghill-and-lonehill,lonehill,T4185742,2024-02-26
2 Bed Cluster in Bloubosrand,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/fourways-sunninghill-and-lonehill/bloubosrand/T4072629,Sold,Cluster,,,,272 m²,R 538,,2,1,gauteng,johannesburg,fourways-sunninghill-and-lonehill,bloubosrand,T4072629,2024-02-26
2 Bed Apartment in Sunninghill,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/fourways-sunninghill-and-lonehill/sunninghill/T4352608,Sold,Apartment,,,166 ,,,R 2000,2,3,gauteng,johannesburg,fourways-sunninghill-and-lonehill,sunninghill,T4352608,2024-02-26
2 Bed Apartment in Lonehill,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/fourways-sunninghill-and-lonehill/lonehill/T4471731,Sold,Apartment,,,77 ,,R 378,,2,2,gauteng,johannesburg,fourways-sunninghill-and-lonehill,lonehill,T4471731,2024-02-26
2 Bed Apartment in Douglasdale,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/fourways-sunninghill-and-lonehill/douglasdale/T4338736,Sold,Apartment,,,102 ,102 m²,,,2,2,gauteng,johannesburg,fourways-sunninghill-and-lonehill,douglasdale,T4338736,2024-02-26
2 Bed Apartment in Douglasdale,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/fourways-sunninghill-and-lonehill/douglasdale/T4316493,Sold,Apartment,,,102 ,,R 900,,2,2,gauteng,johannesburg,fourways-sunninghill-and-lonehill,douglasdale,T4316493,2024-02-26
2 Bed House in Paulshof,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/fourways-sunninghill-and-lonehill/paulshof/T4299824,Sold,House,,,80 ,,R 1132,,2,2,gauteng,johannesburg,fourways-sunninghill-and-lonehill,paulshof,T4299824,2024-02-26
3 Bed Apartment in Paulshof,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/fourways-sunninghill-and-lonehill/paulshof/T4142555,Sold,Apartment,,,166 ,,R 1172,,3,3,gauteng,johannesburg,fourways-sunninghill-and-lonehill,paulshof,T4142555,2024-02-26
2 Bed Townhouse in Douglasdale,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/fourways-sunninghill-and-lonehill/douglasdale/T4239663,Sold,Townhouse,,,146 ,,R 878,,2,2,gauteng,johannesburg,fourways-sunninghill-and-lonehill,douglasdale,T4239663,2024-02-26
3 Bed Townhouse in Fourways,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/fourways-sunninghill-and-lonehill/fourways/T4339699,Sold,Townhouse,,,116 ,3287 m²,,,3,2,gauteng,johannesburg,fourways-sunninghill-and-lonehill,fourways,T4339699,2024-02-26
2 Bed Apartment in Paulshof,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/fourways-sunninghill-and-lonehill/paulshof/T4452960,Sold,Apartment,,,19019 ,109 m²,,,2,2,gauteng,johannesburg,fourways-sunninghill-and-lonehill,paulshof,T4452960,2024-02-26
3 Bed Apartment in Sunninghill,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/fourways-sunninghill-and-lonehill/sunninghill/T4394005,Sold,Apartment,,,102 ,1 ha,,,3,2,gauteng,johannesburg,fourways-sunninghill-and-lonehill,sunninghill,T4394005,2024-02-26
2 Bed Apartment in Lonehill,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/fourways-sunninghill-and-lonehill/lonehill/T4265148,Sold,Apartment,,,117 ,,,R 2400,2,2,gauteng,johannesburg,fourways-sunninghill-and-lonehill,lonehill,T4265148,2024-02-26
2 Bed House in Lonehill,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/fourways-sunninghill-and-lonehill/lonehill/T4398043,Sold,House,,,298 ,,R 1847,,2,2,gauteng,johannesburg,fourways-sunninghill-and-lonehill,lonehill,T4398043,2024-02-26
3 Bed Apartment in Sunninghill,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/fourways-sunninghill-and-lonehill/sunninghill/T4116971,Sold,Apartment,,,214 ,,R 3500,,3,3,gauteng,johannesburg,fourways-sunninghill-and-lonehill,sunninghill,T4116971,2024-02-26
3 Bed House in Paulshof,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/fourways-sunninghill-and-lonehill/paulshof/T4453406,Sold,House,,,160 ,389 m²,,,3,3,gauteng,johannesburg,fourways-sunninghill-and-lonehill,paulshof,T4453406,2024-02-26
4 Bed House in Bloubosrand,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/fourways-sunninghill-and-lonehill/bloubosrand/T4342276,Sold,House,,,,1465 m²,R 780,,4,2,gauteng,johannesburg,fourways-sunninghill-and-lonehill,bloubosrand,T4342276,2024-02-26
3 Bed Duplex in Paulshof,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/fourways-sunninghill-and-lonehill/paulshof/T4093074,Sold,Duplex,,,105 ,105 m²,,,3,2,gauteng,johannesburg,fourways-sunninghill-and-lonehill,paulshof,T4093074,2024-02-26
4 Bed House in Fourways,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/fourways-sunninghill-and-lonehill/fourways/T4508026,Sold,House,,,,1800 m²,R 1800,,4,2,gauteng,johannesburg,fourways-sunninghill-and-lonehill,fourways,T4508026,2024-02-26
3 Bed House in Douglasdale,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/fourways-sunninghill-and-lonehill/douglasdale/T4407742,Sold,House,,,,401 m²,R 1260,,3,2,gauteng,johannesburg,fourways-sunninghill-and-lonehill,douglasdale,T4407742,2024-02-26
3 Bed House in Douglasdale,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/fourways-sunninghill-and-lonehill/douglasdale/T4411187,Sold,House,,,156 ,497 m²,,,3,2,gauteng,johannesburg,fourways-sunninghill-and-lonehill,douglasdale,T4411187,2024-02-26
2 Bed House in Beverley,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/fourways-sunninghill-and-lonehill/beverley/T3810052,Sold,House,,,,488 m²,R 1215,,2,2,gauteng,johannesburg,fourways-sunninghill-and-lonehill,beverley,T3810052,2024-02-26
3 Bed House in Craigavon,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/fourways-sunninghill-and-lonehill/craigavon/T4237913,Sold,House,,,,255 m²,R 991,,3,2.5,gauteng,johannesburg,fourways-sunninghill-and-lonehill,craigavon,T4237913,2024-02-26
2 Bed Townhouse in Paulshof,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/fourways-sunninghill-and-lonehill/paulshof/T4403474,Sold,Townhouse,,,89 ,,,,2,2,gauteng,johannesburg,fourways-sunninghill-and-lonehill,paulshof,T4403474,2024-02-26
1 Bed Apartment in Paulshof,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/fourways-sunninghill-and-lonehill/paulshof/T4387790,Sold,Apartment,,,65 ,,,,1,1,gauteng,johannesburg,fourways-sunninghill-and-lonehill,paulshof,T4387790,2024-02-26
2 Bed Apartment in Paulshof,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/fourways-sunninghill-and-lonehill/paulshof/T4186142,Sold,Apartment,,,89 ,89 m²,,,2,2,gauteng,johannesburg,fourways-sunninghill-and-lonehill,paulshof,T4186142,2024-02-26
2 Bed Apartment in Douglasdale,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/fourways-sunninghill-and-lonehill/douglasdale/T4305895,Sold,Apartment,,,116 ,2508 m²,,,2,1,gauteng,johannesburg,fourways-sunninghill-and-lonehill,douglasdale,T4305895,2024-02-26
3 Bed Townhouse in Lonehill,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/fourways-sunninghill-and-lonehill/lonehill/T4463640,Sold,Townhouse,,,,,R 1150,R 2490,3,2,gauteng,johannesburg,fourways-sunninghill-and-lonehill,lonehill,T4463640,2024-02-26
2 Bed Cluster in Lonehill,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/fourways-sunninghill-and-lonehill/lonehill/T4397794,Sold,Cluster,,,135 ,,,,2,2.5,gauteng,johannesburg,fourways-sunninghill-and-lonehill,lonehill,T4397794,2024-02-26
Studio apartment in Lonehill,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/fourways-sunninghill-and-lonehill/lonehill/T4355799,Sold,Studio,,,43 ,1152 m²,,,0,1,gauteng,johannesburg,fourways-sunninghill-and-lonehill,lonehill,T4355799,2024-02-26
3 Bed House in Dainfern,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/fourways-sunninghill-and-lonehill/dainfern/T4287401,Sold,House,,,52 ,222 m²,,,3,1.5,gauteng,johannesburg,fourways-sunninghill-and-lonehill,dainfern,T4287401,2024-02-26
1 Bed House in Sunninghill,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/fourways-sunninghill-and-lonehill/sunninghill/T4426806,Sold,House,,,,,R 402,R 1802,1,1,gauteng,johannesburg,fourways-sunninghill-and-lonehill,sunninghill,T4426806,2024-02-26
2 Bed Apartment in Fourways,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/fourways-sunninghill-and-lonehill/fourways/T4482319,Sold,Apartment,,,,,,,2,1,gauteng,johannesburg,fourways-sunninghill-and-lonehill,fourways,T4482319,2024-02-26
3 Bed House in Mondeor,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/mondeor/101-bellefield-avenue/T4351411,Sold,House,,,,1041 m²,R 2400,,3,3,gauteng,johannesburg,johannesburg-south,mondeor,T4351411,2024-02-26
3 Bed House in Mulbarton,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/mulbarton/45-south-road/T4250117,Sold,House,,,274 ,850 m²,,,3,2.5,gauteng,johannesburg,johannesburg-south,mulbarton,T4250117,2024-02-26
2 Bed Apartment in Naturena,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/naturena/45-ss-southern-villas-east/47-daphne-street/T4177400,Sold,Apartment,,,46 ,5394 m²,,,2,1,gauteng,johannesburg,johannesburg-south,naturena,T4177400,2024-02-26
2 Bed House in Moleleki,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/katlehong/6038-moleleki-ext-2/T4480365,Sold,House,,,300 ,242 m²,,,2,2,gauteng,johannesburg,johannesburg-south,katlehong,T4480365,2024-02-26
3 Bed Apartment in Suideroord,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/suideroord/115-chelsea-mews/13-ferdinand-street/T4303174,Sold,Apartment,,,70 ,,R 464,,3,1,gauteng,johannesburg,johannesburg-south,suideroord,T4303174,2024-02-26
3 Bed House in Sky City,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/sky-city/1968-pencil-street/T4270614,Sold,House,,,175 ,306 m²,,,3,2,gauteng,johannesburg,johannesburg-south,sky-city,T4270614,2024-02-26
3 Bed House in Forest Hill,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/forest-hill/44-stamford-street/T4376262,Sold,House,,,,495 m²,R 1300,,3,1,gauteng,johannesburg,johannesburg-south,forest-hill,T4376262,2024-02-26
2 Bed Apartment in Winchester Hills,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/winchester-hills/38-san-giorgio/91-delphinium-street/T4403946,Sold,Apartment,,,105 ,1 ha,,,2,2,gauteng,johannesburg,johannesburg-south,winchester-hills,T4403946,2024-02-26
