title,href,price,property_type,main_features,key_main_features,Floor Area,Land Area,Rates,Levy,Bedrooms,Bathrooms,Province,City,Suburb,Area,Listing Number,Sold Date
2 Bed House in Randpark Ridge,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/randburg-and-ferndale/randpark-ridge/T4498531,Sold,House,,,,361 m²,R 494,,2,1,gauteng,johannesburg,randburg-and-ferndale,randpark-ridge,T4498531,2024-02-26
2 Bed Apartment in Ferndale,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/randburg-and-ferndale/ferndale/T4169655,Sold,Apartment,,,100 ,,R 700,,2,2,gauteng,johannesburg,randburg-and-ferndale,ferndale,T4169655,2024-02-26
4 Bed House in Randpark Ridge,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/randburg-and-ferndale/randpark-ridge/T4352489,Sold,House,,,,1278 m²,R 2031,,4,2,gauteng,johannesburg,randburg-and-ferndale,randpark-ridge,T4352489,2024-02-26
3 Bed House in Randpark Ridge,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/randburg-and-ferndale/randpark-ridge/T4363619,Sold,House,,,,800 m²,R 767,,3,2,gauteng,johannesburg,randburg-and-ferndale,randpark-ridge,T4363619,2024-02-26
3 Bed House in Kensington B,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/randburg-and-ferndale/kensington-b/T4023771,Sold,House,,,,993 m²,R 1500,,3,2,gauteng,johannesburg,randburg-and-ferndale,kensington-b,T4023771,2024-02-26
3 Bed House in Randpark,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/randburg-and-ferndale/randpark/T4390176,Sold,House,,,,1675 m²,R 1000,,3,2.5,gauteng,johannesburg,randburg-and-ferndale,randpark,T4390176,2024-02-26
4 Bed Townhouse in Randpark Ridge,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/randburg-and-ferndale/randpark-ridge/T4475163,Sold,Townhouse,,,183 ,,R 952,,4,2,gauteng,johannesburg,randburg-and-ferndale,randpark-ridge,T4475163,2024-02-26
4 Bed House in Randpark,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/randburg-and-ferndale/randpark/T4426697,Sold,House,,,,1487 m²,R 2956,,4,3,gauteng,johannesburg,randburg-and-ferndale,randpark,T4426697,2024-02-26
2 Bed Apartment in Ferndale,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/randburg-and-ferndale/ferndale/T4430216,Sold,Apartment,,,84 ,,,,2,1,gauteng,johannesburg,randburg-and-ferndale,ferndale,T4430216,2024-02-26
2 Bed Apartment in Ferndale,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/randburg-and-ferndale/ferndale/T4096510,Sold,Apartment,,,85 ,,,,2,2,gauteng,johannesburg,randburg-and-ferndale,ferndale,T4096510,2024-02-26
3 Bed House in Fontainebleau,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/randburg-and-ferndale/fontainebleau/T4078074,Sold,House,,,,1784 m²None,,,3,1,gauteng,johannesburg,randburg-and-ferndale,fontainebleau,T4078074,2024-02-26
2 Bed House in Randpark Ridge,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/randburg-and-ferndale/randpark-ridge/T4310288,Sold,House,,,242 ,1045 m²,,,2,1,gauteng,johannesburg,randburg-and-ferndale,randpark-ridge,T4310288,2024-02-26
1 Bed Townhouse in Ferndale,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/randburg-and-ferndale/ferndale/T3924005,Sold,Townhouse,,,,,,,1,1,gauteng,johannesburg,randburg-and-ferndale,ferndale,T3924005,2024-02-26
2 Bed House in Windsor East,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/randburg-and-ferndale/windsor-east/T4030841,Sold,House,,,68 ,991 m²,,,2,1,gauteng,johannesburg,randburg-and-ferndale,windsor-east,T4030841,2024-02-26
3 Bed Apartment in Glen Atholl,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/atholl/16-homestead-manor/82-homestead-road/T4452982,Sold,Apartment,,,109 ,1.1 ha,,,3,2,gauteng,johannesburg,sandton-and-bryanston-north,atholl,T4452982,2024-02-26
3 Bed Simplex in Buccleuch,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/buccleuch/3-gibson-downs/6b-gibson-drive-west/T11344,Sold,Simplex,,,140 ,200 m²,,,3,2,gauteng,johannesburg,sandton-and-bryanston-north,buccleuch,T11344,2024-02-26
1 Bed Apartment in Magaliessig,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/magaliessig/16-northfields/29-troupant-avenue/T4014218,Sold,Apartment,,,79 ,,R 540,,1,1,gauteng,johannesburg,sandton-and-bryanston-north,magaliessig,T4014218,2024-02-26
1 Bed Apartment in Bryanston,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/bryanston/302-the-nicol/48-hobart-road/T4357502,Sold,Apartment,,,57 ,,R 250,,1,1,gauteng,johannesburg,sandton-and-bryanston-north,bryanston,T4357502,2024-02-26
2 Bed Apartment in Magaliessig,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/magaliessig/124-shingara-sands/20-petroy-drive/T4321931,Sold,Apartment,,,95 ,2.8 ha,,,2,1,gauteng,johannesburg,sandton-and-bryanston-north,magaliessig,T4321931,2024-02-26
2 Bed Apartment in Magaliessig,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/magaliessig/122-ss/26-petroy-drive/T4402135,Sold,Apartment,,,97 ,97 m²,,,2,2,gauteng,johannesburg,sandton-and-bryanston-north,magaliessig,T4402135,2024-02-26
2 Bed Apartment in Magaliessig,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/magaliessig/255-ss-shingara-sands/24-petroy-drive/T3731073,Sold,Apartment,,,98 ,2.8 ha,,,2,1,gauteng,johannesburg,sandton-and-bryanston-north,magaliessig,T3731073,2024-02-26
1 Bed Apartment in Morningside,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/morningside/39-san-marino/39-san-marino/T4157562,Sold,Apartment,,,54 ,1.7 ha,,,1,1,gauteng,johannesburg,sandton-and-bryanston-north,morningside,T4157562,2024-02-26
2 Bed Apartment in Rivonia,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/rivonia/9-tamarack/16-9th-avanue/T4022525,Sold,Apartment,,,92 ,,R 717,,2,2,gauteng,johannesburg,sandton-and-bryanston-north,rivonia,T4022525,2024-02-26
2 Bed Apartment in Edenburg,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/edenburg/4120-the-link/16a-11th-avenue/T3961286,Sold,Apartment,,,77 ,,R 960,,2,2,gauteng,johannesburg,sandton-and-bryanston-north,edenburg,T3961286,2024-02-26
2 Bed Apartment in Magaliessig,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/magaliessig/4-sparrow-view/4-sparrow-close/T4004698,Sold,Apartment,,,79 ,,R 500,,2,1,gauteng,johannesburg,sandton-and-bryanston-north,magaliessig,T4004698,2024-02-26
2 Bed Apartment in Rivonia,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/rivonia/32-the-atrium/9-de-la-rey/T4493123,Sold,Apartment,,,69 ,69 m²,,,2,1,gauteng,johannesburg,sandton-and-bryanston-north,rivonia,T4493123,2024-02-26
2 Bed Apartment in Illovo,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/illovo/215-prestwick/15-north-street/T4333863,Sold,Apartment,,,96 ,,,R 3431,2,1,gauteng,johannesburg,sandton-and-bryanston-north,illovo,T4333863,2024-02-26
2 Bed Townhouse in Edenburg,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/edenburg/122-eden-sandton/44-stiglingh-road/T4141330,Sold,Townhouse,,,53 ,,R 885,,2,1,gauteng,johannesburg,sandton-and-bryanston-north,edenburg,T4141330,2024-02-26
3 Bed Townhouse in River Club,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/river-club/5-kings-creek/15-kingswood-cresc/T4290686,Sold,Townhouse,,,143 ,143 m²,,,3,2.5,gauteng,johannesburg,sandton-and-bryanston-north,river-club,T4290686,2024-02-26
2 Bed Apartment in Morningside,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/morningside/56c-129-waldorf-2/4-centre-road/T4483195,Sold,Apartment,,,88 ,,R 1377,,2,2,gauteng,johannesburg,sandton-and-bryanston-north,morningside,T4483195,2024-02-26
2 Bed Apartment in Bryanston,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/bryanston/50-kasherel/71-14th-street/T4348343,Sold,Apartment,,,141 ,,R 575,,2,2,gauteng,johannesburg,sandton-and-bryanston-north,bryanston,T4348343,2024-02-26
1 Bed Townhouse in River Club,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/river-club/1-beachwood-cottages/T3821448,Sold,Townhouse,,,182 ,,R 1141,,1,1.5,gauteng,johannesburg,sandton-and-bryanston-north,river-club,T3821448,2024-02-26
4 Bed Townhouse in Gallo Manor,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/gallo-manor/a0-manor-mews/11-dahlia-street/T4288614,Sold,Townhouse,,,201 ,,R 1687,,4,2,gauteng,johannesburg,sandton-and-bryanston-north,gallo-manor,T4288614,2024-02-26
3 Bed Townhouse in Morningside,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/morningside/5-valleylodge/2-palala-close/T4205647,Sold,Townhouse,,,137 ,,R 414,,3,2,gauteng,johannesburg,sandton-and-bryanston-north,morningside,T4205647,2024-02-26
1 Bed Apartment in Bryanston,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/bryanston/48-baccarat-lodge/26-cedar/T4341974,Sold,Apartment,,,31 ,1.4 ha,,,1,1,gauteng,johannesburg,sandton-and-bryanston-north,bryanston,T4341974,2024-02-26
3 Bed Simplex in Bryanston,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/bryanston/00-cedarparc/24-cedar-road/T4411188,Sold,Simplex,,,194 ,,,,3,2,gauteng,johannesburg,sandton-and-bryanston-north,bryanston,T4411188,2024-02-26
3 Bed Apartment in Morningside,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/morningside/36-morningsun/10-pam-rd/T4164587,Sold,Apartment,,,118 ,,,,3,2,gauteng,johannesburg,sandton-and-bryanston-north,morningside,T4164587,2024-02-26
2 Bed Apartment in Atholl,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/atholl/le-club/135-froome-street/T4199476,Sold,Apartment,,,118 ,,,R 3957,2,2,gauteng,johannesburg,sandton-and-bryanston-north,atholl,T4199476,2024-02-26
3 Bed Apartment in Morningside,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/morningside/80-mile-downe-manor/385-summit-road/T4509744,Sold,Apartment,,,106 ,,R 1355,,3,2,gauteng,johannesburg,sandton-and-bryanston-north,morningside,T4509744,2024-02-26
2 Bed House in Morningside,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/morningside/1-the-manor/27-centre-road/T4499795,Sold,House,,,87 ,,R 434,,2,2,gauteng,johannesburg,sandton-and-bryanston-north,morningside,T4499795,2024-02-26
2 Bed Apartment in Bryanston,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/bryanston/001-cara-blu/4-vlok-road/T4494283,Sold,Apartment,,,,,R 546,R 1226,2,1,gauteng,johannesburg,sandton-and-bryanston-north,bryanston,T4494283,2024-02-26
2 Bed Duplex in Buccleuch,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/buccleuch/T4222210,Sold,Duplex,,,59 ,1.9 ha,,,2,1,gauteng,johannesburg,sandton-and-bryanston-north,buccleuch,T4222210,2024-02-26
2 Bed Apartment in Bryanston,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/bryanston/T4414975,Sold,Apartment,,,82 ,,R 470,,2,2,gauteng,johannesburg,sandton-and-bryanston-north,bryanston,T4414975,2024-02-26
2 Bed Townhouse in Bryanston,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/bryanston/T4260725,Sold,Townhouse,,,85 ,,R 800,,2,1,gauteng,johannesburg,sandton-and-bryanston-north,bryanston,T4260725,2024-02-26
2 Bed Apartment in Illovo,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/illovo/T4068371,Sold,Apartment,,,127 ,,R 1412,,2,2.5,gauteng,johannesburg,sandton-and-bryanston-north,illovo,T4068371,2024-02-26
2 Bed Townhouse in Rivonia,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/rivonia/T4364502,Sold,Townhouse,,,89 ,,R 1058,,2,2,gauteng,johannesburg,sandton-and-bryanston-north,rivonia,T4364502,2024-02-26
2 Bed Apartment in Edenburg,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/edenburg/T4317699,Sold,Apartment,,,80 ,80 m²,,,2,2,gauteng,johannesburg,sandton-and-bryanston-north,edenburg,T4317699,2024-02-26
2 Bed Townhouse in Bryanston,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/bryanston/T4237591,Sold,Townhouse,,,60 ,60 m²,,,2,1,gauteng,johannesburg,sandton-and-bryanston-north,bryanston,T4237591,2024-02-26
4 Bed House in Lombardy East,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/lombardy-east/T4074330,Sold,House,,,250 ,2023 m²,,,4,2,gauteng,johannesburg,sandton-and-bryanston-north,lombardy-east,T4074330,2024-02-26
3 Bed Apartment in Morningside,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/morningside/T4355218,Sold,Apartment,,,103 ,,R 929,,3,2,gauteng,johannesburg,sandton-and-bryanston-north,morningside,T4355218,2024-02-26
2 Bed Apartment in Illovo,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/illovo/T3956053,Sold,Apartment,,,105 ,,R 1295,,2,1.5,gauteng,johannesburg,sandton-and-bryanston-north,illovo,T3956053,2024-02-26
3 Bed Apartment in Bryanston,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/bryanston/T4437293,Sold,Apartment,,,102 ,1.1 ha,,,3,2,gauteng,johannesburg,sandton-and-bryanston-north,bryanston,T4437293,2024-02-26
3 Bed House in Rembrandt Park,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/rembrandt-park/T4145464,Sold,House,,,,1487 m²,R 934,,3,2,gauteng,johannesburg,sandton-and-bryanston-north,rembrandt-park,T4145464,2024-02-26
2 Bed Apartment in Benmore Gardens,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/benmore-gardens/T4409697,Sold,Apartment,,,134 ,3.5 ha,,,2,2,gauteng,johannesburg,sandton-and-bryanston-north,benmore-gardens,T4409697,2024-02-26
2 Bed Apartment in Sandhurst,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/sandhurst/T4252688,Sold,Apartment,,,89 ,,R 1290,,2,2,gauteng,johannesburg,sandton-and-bryanston-north,sandhurst,T4252688,2024-02-26
2 Bed Apartment in Illovo,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/illovo/T4240053,Sold,Apartment,,,108 ,3932 m²,,,2,2,gauteng,johannesburg,sandton-and-bryanston-north,illovo,T4240053,2024-02-26
3 Bed Townhouse in Bryanston,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/bryanston/T4392695,Sold,Townhouse,,,141 ,,R 1742,,3,2,gauteng,johannesburg,sandton-and-bryanston-north,bryanston,T4392695,2024-02-26
2 Bed Apartment in Hurlingham,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/hurlingham/T4259251,Sold,Apartment,,,97 ,,R 1486,,2,2,gauteng,johannesburg,sandton-and-bryanston-north,hurlingham,T4259251,2024-02-26
3 Bed Apartment in Hyde Park,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/hyde-park/T4084611,Sold,Apartment,,,118 ,6501 m²,,,3,2,gauteng,johannesburg,sandton-and-bryanston-north,hyde-park,T4084611,2024-02-26
2 Bed Townhouse in Bryanston East,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/bryanston/T4396919,Sold,Townhouse,,,140 ,,R 649,,2,2,gauteng,johannesburg,sandton-and-bryanston-north,bryanston,T4396919,2024-02-26
2 Bed Apartment in Morningside,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/morningside/T4227534,Sold,Apartment,,,108 ,,R 1787,,2,1,gauteng,johannesburg,sandton-and-bryanston-north,morningside,T4227534,2024-02-26
3 Bed Townhouse in Morningside,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/morningside/T4007981,Sold,Townhouse,,,169 ,,,R 3062,3,2,gauteng,johannesburg,sandton-and-bryanston-north,morningside,T4007981,2024-02-26
3 Bed Townhouse in Morningside Manor,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/morningside-manor/T4311197,Sold,Townhouse,,,161 ,,R 1561,,3,2.5,gauteng,johannesburg,sandton-and-bryanston-north,morningside-manor,T4311197,2024-02-26
2 Bed Apartment in Edenburg,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/edenburg/T4211677,Sold,Apartment,,,60 ,,,,2,1,gauteng,johannesburg,sandton-and-bryanston-north,edenburg,T4211677,2024-02-26
3 Bed Apartment in Sandown,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/sandown/T4344214,Sold,Apartment,,,91 ,,,,3,2,gauteng,johannesburg,sandton-and-bryanston-north,sandown,T4344214,2024-02-26
3 Bed House in Bramley,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/bramley/T4302613,Sold,House,,,,1798 m²None,,,3,3,gauteng,johannesburg,sandton-and-bryanston-north,bramley,T4302613,2024-02-26
3 Bed Apartment in Illovo,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/illovo/T4194492,Sold,Apartment,,,116 ,,,,3,2,gauteng,johannesburg,sandton-and-bryanston-north,illovo,T4194492,2024-02-26
2 Bed Apartment in Illovo,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/illovo/T4230025,Sold,Apartment,,,96 ,,,,2,2,gauteng,johannesburg,sandton-and-bryanston-north,illovo,T4230025,2024-02-26
2 Bed Apartment in Rembrandt Park,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/rembrandt-park/T4112587,Sold,Apartment,,,,,,,2,1,gauteng,johannesburg,sandton-and-bryanston-north,rembrandt-park,T4112587,2024-02-26
2 Bed Apartment in Magaliessig,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/magaliessig/T3964275,Sold,Apartment,,,,,,,2,2,gauteng,johannesburg,sandton-and-bryanston-north,magaliessig,T3964275,2024-02-26
2 Bed Apartment in Magaliessig,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/magaliessig/T3969012,Sold,Apartment,,,,,,,2,2.5,gauteng,johannesburg,sandton-and-bryanston-north,magaliessig,T3969012,2024-02-26
2 Bed Apartment in Buccleuch,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/buccleuch/T4363699,Sold,Apartment,,,68 ,,R 500,,2,1,gauteng,johannesburg,sandton-and-bryanston-north,buccleuch,T4363699,2024-02-26
1 Bed Apartment in Linbro Park,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/linbro-park/T4324119,Sold,Apartment,,,40 ,,R 570,,1,1,gauteng,johannesburg,sandton-and-bryanston-north,linbro-park,T4324119,2024-02-26
2 Bed Apartment in Buccleuch,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/buccleuch/T4336416,Sold,Apartment,,,58 ,1.2 ha,,,2,1,gauteng,johannesburg,sandton-and-bryanston-north,buccleuch,T4336416,2024-02-26
1 Bed Apartment in Atholl,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/atholl/T3692085,Sold,Apartment,,,56 ,,R 500,,1,1,gauteng,johannesburg,sandton-and-bryanston-north,atholl,T3692085,2024-02-26
5 Bed House in Bramley Park,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/bramley-park/19-beryl-ave/T3699691,Sold,House,,,,1010 m²,R 1000,,5,3,gauteng,johannesburg,sandton-and-bryanston-north,bramley-park,T3699691,2024-02-26
5 Bed House in River Club,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/river-club/8-bagatelle/14-coleraine-drive/T4334746,Sold,House,,,710 ,875 m²,,,5,5,gauteng,johannesburg,sandton-and-bryanston-north,river-club,T4334746,2024-02-26
4 Bed House in Lombardy East,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/lombardy-east/33-milton-road/T4315961,Sold,House,,,,2023 m²,R 1150,,4,3,gauteng,johannesburg,sandton-and-bryanston-north,lombardy-east,T4315961,2024-02-26
3 Bed Apartment in Morningside,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/morningside/408-west-road-south/22-west-road/T4205005,Sold,Apartment,,,184 ,,R 3091,,3,3.5,gauteng,johannesburg,sandton-and-bryanston-north,morningside,T4205005,2024-02-26
2 Bed Apartment in Morningside Manor,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/morningside-manor/7-morningside-terraces/32-gary-avenue/T4182389,Sold,Apartment,,,93 ,,R 1004,,2,2,gauteng,johannesburg,sandton-and-bryanston-north,morningside-manor,T4182389,2024-02-26
1 Bed Apartment in Morningside,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/morningside/16-sandton-skye/1-stan-close/T4085274,Sold,Apartment,,,38 ,,R 1409,,1,1,gauteng,johannesburg,sandton-and-bryanston-north,morningside,T4085274,2024-02-26
6 Bed House in River Club,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/river-club/37-panners-lane/T4039320,Sold,House,,,,1945 m²,R 4017,,6,5,gauteng,johannesburg,sandton-and-bryanston-north,river-club,T4039320,2024-02-26
2 Bed Apartment in Magaliessig,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/magaliessig/T4077869,Sold,Apartment,,,70 ,,R 600,,2,1,gauteng,johannesburg,sandton-and-bryanston-north,magaliessig,T4077869,2024-02-26
3 Bed House in Bryanston,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/bryanston/T4073196,Sold,House,,,,164 m²,R 3462,,3,2,gauteng,johannesburg,sandton-and-bryanston-north,bryanston,T4073196,2024-02-26